,distance_wheelchair,speed_wheelchair,acceleration_wheelchair,distance_tracker,speed_tracker,acceleration_tracker,danger_tracker,distance_drone,speed_drone,acceleration_drone,distance_range,speed_range,acceleration_range,wheelchair_data,drone_data,tracker_data,range_data
6.88,1.3280850341171888,0.0,-12.512520682953147,1.1844,0.3931607343486671,0.09986021662717329,1.3168745986456314,,0.0,0.0,1.1764000000000001,0.5037413356490286,1.4841813829434367,False,False,False,False
6.89,1.3280850341171888,0.0,-12.512520682953147,1.1844,0.3931607343486671,0.09986021662717329,1.3168745986456314,,0.0,0.0,1.1764000000000001,0.5037413356490286,1.4841813829434367,False,False,False,False
6.9,1.3280850341171888,0.0,-12.512520682953147,1.1844,0.3931607343486671,0.09986021662717329,1.3168745986456314,,0.0,0.0,1.1764000000000001,0.5037413356490286,1.4841813829434367,False,False,False,False
6.91,1.3280850341171888,0.0,-12.512520682953147,1.1716,0.381568705261067,-0.3455590258050175,1.2884077649800567,,0.0,0.0,1.1764000000000001,0.5037413356490286,1.4841813829434367,False,False,True,False
6.92,1.3280850341171888,0.0,-12.512520682953147,1.1716,0.381568705261067,-0.3455590258050175,1.2884077649800567,,0.0,0.0,1.1764000000000001,0.5037413356490286,1.4841813829434367,False,False,False,False
6.93,1.2818614950363778,0.5593196855679532,6.767948038701868,1.1716,0.381568705261067,-0.3455590258050175,1.2884077649800567,,0.0,0.0,1.1764000000000001,0.5037413356490286,1.4841813829434367,True,False,False,False
6.94,1.2818614950363778,0.5593196855679532,6.767948038701868,1.1589,0.37772581222351825,-0.11429605463749722,1.2896999016174604,,0.0,0.0,1.1764000000000001,0.5037413356490286,1.4841813829434367,False,False,True,False
6.95,1.1301026203132876,3.5,155.29312529742123,1.1589,0.37772581222351825,-0.11429605463749722,1.2896999016174604,,0.0,0.0,1.1764000000000001,0.5037413356490286,1.4841813829434367,True,False,False,False
6.96,1.1301026203132876,3.5,155.29312529742123,1.1589,0.37772581222351825,-0.11429605463749722,1.2896999016174604,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,False,False,False,True
6.97,1.1301026203132876,3.5,155.29312529742123,1.1462,0.3827883873456754,0.1525901548682578,1.326647421710535,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,False,False,True,False
6.98,1.0997186349915504,1.0706355274185377,-85.6031190725117,1.1462,0.3827883873456754,0.1525901548682578,1.326647421710535,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,True,False,False,False
6.99,1.0997186349915504,1.0706355274185377,-85.6031190725117,1.1462,0.3827883873456754,0.1525901548682578,1.326647421710535,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,False,False,False,False
7.0,1.0997186349915504,1.0706355274185377,-85.6031190725117,1.1462,0.3827883873456754,0.1525901548682578,1.326647421710535,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,False,False,False,False
7.01,1.0997186349915504,1.0706355274185377,-85.6031190725117,1.1338,0.3702804767110346,-0.3735028316494954,1.293319207015869,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,False,False,True,False
7.02,1.1464315737208808,0.0,-23.28148762200374,1.1338,0.3702804767110346,-0.3735028316494954,1.293319207015869,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,True,False,False,False
7.03,1.1464315737208808,0.0,-23.28148762200374,1.1338,0.3702804767110346,-0.3735028316494954,1.293319207015869,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,False,False,False,False
7.04,1.1464315737208808,0.0,-23.28148762200374,1.1212,0.37906356137797736,0.26423391696314674,1.3466341154227641,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,False,False,True,False
7.05,1.1464315737208808,0.0,-23.28148762200374,1.1212,0.37906356137797736,0.26423391696314674,1.3466341154227641,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,False,False,False,False
7.06,1.1223666975755764,0.7146810087476444,21.224665407813173,1.1212,0.37906356137797736,0.26423391696314674,1.3466341154227641,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,True,False,False,False
7.07,1.1223666975755764,0.7146810087476444,21.224665407813173,1.1089,0.37125628781381126,-0.23565035783570873,1.332279986036863,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,False,False,True,False
7.08,0.9987341568801,3.5,124.72804747829899,1.1089,0.37125628781381126,-0.23565035783570873,1.332279986036863,,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,True,False,False,False
7.09,0.9987341568801,3.5,124.72804747829899,1.1089,0.37125628781381126,-0.23565035783570873,1.332279986036863,1.5515008527498946,0.0,0.0,1.1221999999999999,0.16238254768462448,-1.0227068203726055,False,True,False,False
7.1,0.9987341568801,3.5,124.72804747829899,1.1089,0.37125628781381126,-0.23565035783570873,1.332279986036863,1.5515008527498946,0.0,0.0,1.0512000000000001,0.5000698689168942,2.3784120346974493,False,False,False,True
7.11,0.9987341568801,3.5,124.72804747829899,1.0967,0.36335269943655335,-0.23539263705836327,1.3171137976231975,1.5515008527498946,0.0,0.0,1.0512000000000001,0.5000698689168942,2.3784120346974493,False,False,True,False
7.12,0.9736435617257109,0.6227966863134423,-71.4177036689614,1.0967,0.36335269943655335,-0.23539263705836327,1.3171137976231975,1.5515008527498946,0.0,0.0,1.0512000000000001,0.5000698689168942,2.3784120346974493,True,False,False,False
7.13,0.9736435617257109,0.6227966863134423,-71.4177036689614,1.0967,0.36335269943655335,-0.23539263705836327,1.3171137976231975,1.5336937805412845,0.538385558826951,0.0,1.0512000000000001,0.5000698689168942,2.3784120346974493,False,True,False,False
7.14,0.9736435617257109,0.6227966863134423,-71.4177036689614,1.0846,0.3599764283864588,-0.10044446230393606,1.3208025829020271,1.5336937805412845,0.538385558826951,0.0,1.0512000000000001,0.5000698689168942,2.3784120346974493,False,False,True,False
7.15,0.9733730895987893,0.008491314010748065,-19.285757368354016,1.0846,0.3599764283864588,-0.10044446230393606,1.3208025829020271,1.5336937805412845,0.538385558826951,0.0,1.0512000000000001,0.5000698689168942,2.3784120346974493,True,False,False,False
7.16,0.9733730895987893,0.008491314010748065,-19.285757368354016,1.0846,0.3599764283864588,-0.10044446230393606,1.3208025829020271,1.5052283015702825,0.8774168078915211,-10.45026210986113,1.0512000000000001,0.5000698689168942,2.3784120346974493,False,True,False,False
7.17,0.9733730895987893,0.008491314010748065,-19.285757368354016,1.0725,0.36754271028546076,0.22982907073909048,1.3720063678409078,1.5052283015702825,0.8774168078915211,-10.45026210986113,1.0512000000000001,0.5000698689168942,2.3784120346974493,False,False,True,False
7.18,0.9751887327956519,0.0,-0.3552294573916138,1.0725,0.36754271028546076,0.22982907073909048,1.3720063678409078,1.5052283015702825,0.8774168078915211,-10.45026210986113,1.0512000000000001,0.5000698689168942,2.3784120346974493,True,False,False,False
7.19,0.9751887327956519,0.0,-0.3552294573916138,1.0725,0.36754271028546076,0.22982907073909048,1.3720063678409078,1.4562935786629057,1.436018250472829,-16.392488168483787,1.0512000000000001,0.5000698689168942,2.3784120346974493,False,True,False,False
7.2,0.9751887327956519,0.0,-0.3552294573916138,1.0725,0.36754271028546076,0.22982907073909048,1.3720063678409078,1.4562935786629057,1.436018250472829,-16.392488168483787,1.0512000000000001,0.5000698689168942,2.3784120346974493,False,False,False,False
7.21,0.9751887327956519,0.0,-0.3552294573916138,1.0607,0.354136895158198,-0.4023299784943744,1.3324265245726108,1.4562935786629057,1.436018250472829,-16.392488168483787,1.0512000000000001,0.5000698689168942,2.3784120346974493,False,False,True,False
7.22,0.9491424762723173,0.6340719777157858,15.435894696200116,1.0607,0.354136895158198,-0.4023299784943744,1.3324265245726108,1.4562935786629057,1.436018250472829,-16.392488168483787,1.0512000000000001,0.5000698689168942,2.3784120346974493,True,False,False,False
7.23,0.9491424762723173,0.6340719777157858,15.435894696200116,1.0607,0.354136895158198,-0.4023299784943744,1.3324265245726108,1.4133262418353125,1.2314550018913974,5.862835685617433,0.9795999999999999,0.5712209806977099,0.5676397744297457,False,True,False,False
7.24,0.9491424762723173,0.6340719777157858,15.435894696200116,1.049,0.35004652926173646,-0.12237763978349861,1.333087813342655,1.4133262418353125,1.2314550018913974,5.862835685617433,0.9795999999999999,0.5712209806977099,0.5676397744297457,False,False,True,False
7.25,0.9359086746179796,0.4077338621465984,-6.973484749316819,1.049,0.35004652926173646,-0.12237763978349861,1.333087813342655,1.4133262418353125,1.2314550018913974,5.862835685617433,0.9795999999999999,0.5712209806977099,0.5676397744297457,True,False,False,False
7.26,0.9359086746179796,0.4077338621465984,-6.973484749316819,1.049,0.35004652926173646,-0.12237763978349861,1.333087813342655,1.4133262418353125,1.2314550018913974,5.862835685617433,0.9795999999999999,0.5712209806977099,0.5676397744297457,False,False,False,False
7.27,0.9359086746179796,0.4077338621465984,-6.973484749316819,1.0375,0.34322424015525277,-0.20361521692977003,1.3212638764778109,1.3817081873071724,0.8291299434116646,10.550293430404098,0.9795999999999999,0.5712209806977099,0.5676397744297457,False,True,False,False
7.28,0.9492057096024575,0.0,-14.215678460269917,1.0375,0.34322424015525277,-0.20361521692977003,1.3212638764778109,1.3817081873071724,0.8291299434116646,10.550293430404098,0.9795999999999999,0.5712209806977099,0.5676397744297457,True,False,False,False
7.29,0.9492057096024575,0.0,-14.215678460269917,1.0375,0.34322424015525277,-0.20361521692977003,1.3212638764778109,1.36589096291514,0.5873978740647688,8.977106229786378,0.9795999999999999,0.5712209806977099,0.5676397744297457,False,True,False,False
7.3,0.9492057096024575,0.0,-14.215678460269917,1.0375,0.34322424015525277,-0.20361521692977003,1.3212638764778109,1.36589096291514,0.5873978740647688,8.977106229786378,0.9795999999999999,0.5712209806977099,0.5676397744297457,False,False,False,False
7.31,0.9492057096024575,0.0,-14.215678460269917,1.0261,0.3412670130586704,-0.058590968870890436,1.3313036454210552,1.36589096291514,0.5873978740647688,8.977106229786378,0.9795999999999999,0.5712209806977099,0.5676397744297457,False,False,True,False
7.32,0.9680703488884617,0.0,0.0,1.0261,0.3412670130586704,-0.058590968870890436,1.3313036454210552,1.36589096291514,0.5873978740647688,8.977106229786378,0.9795999999999999,0.5712209806977099,0.5676397744297457,True,False,False,False
7.33,0.9680703488884617,0.0,0.0,1.0261,0.3412670130586704,-0.058590968870890436,1.3313036454210552,1.3686334009485412,0.0,18.583045382554488,0.9795999999999999,0.5712209806977099,0.5676397744297457,False,True,False,False
7.34,0.9680703488884617,0.0,0.0,1.0151,0.32977543611902915,-0.34451270881504836,1.2968845267457918,1.3686334009485412,0.0,18.583045382554488,0.9795999999999999,0.5712209806977099,0.5676397744297457,False,False,True,False
7.35,1.0403419459860697,0.0,0.0,1.0151,0.32977543611902915,-0.34451270881504836,1.2968845267457918,1.3686334009485412,0.0,18.583045382554488,0.9154,0.5374801483967603,-0.28247706467514977,True,False,False,False
7.36,1.0403419459860697,0.0,0.0,1.0151,0.32977543611902915,-0.34451270881504836,1.2968845267457918,1.3638022749609293,0.13488086088575973,-3.7657570264021554,0.9154,0.5374801483967603,-0.28247706467514977,False,True,False,False
7.37,1.0403419459860697,0.0,0.0,1.0041,0.3296539951666689,-0.003639408647491812,1.3150684625722626,1.3638022749609293,0.13488086088575973,-3.7657570264021554,0.9154,0.5374801483967603,-0.28247706467514977,False,False,True,False
7.38,1.0892252367828807,0.0,0.0,1.0041,0.3296539951666689,-0.003639408647491812,1.3150684625722626,1.3638022749609293,0.13488086088575973,-3.7657570264021554,0.9154,0.5374801483967603,-0.28247706467514977,True,False,False,False
7.39,1.0892252367828807,0.0,0.0,1.0041,0.3296539951666689,-0.003639408647491812,1.3150684625722626,1.3638022749609293,0.13488086088575973,-3.7657570264021554,0.9154,0.5374801483967603,-0.28247706467514977,False,False,False,False
7.4,1.0892252367828807,0.0,0.0,1.0041,0.3296539951666689,-0.003639408647491812,1.3150684625722626,1.3518522465421365,0.33079494955078087,-5.423199745225365,0.9154,0.5374801483967603,-0.28247706467514977,False,True,False,False
7.41,1.0892252367828807,0.0,0.0,0.9932,0.3298533102988738,0.006031629004629292,1.335271399723066,1.3518522465421365,0.33079494955078087,-5.423199745225365,0.9154,0.5374801483967603,-0.28247706467514977,False,False,True,False
7.42,1.0807580173081823,0.1960294922094556,4.538392081453128,0.9932,0.3298533102988738,0.006031629004629292,1.335271399723066,1.303945412658044,1.7173173337591658,-49.70269857129493,0.9154,0.5374801483967603,-0.28247706467514977,False,True,False,False
7.43,1.0807580173081823,0.1960294922094556,4.538392081453128,0.9932,0.3298533102988738,0.006031629004629292,1.335271399723066,1.303945412658044,1.7173173337591658,-49.70269857129493,0.9154,0.5374801483967603,-0.28247706467514977,False,False,False,False
7.44,0.9922926452472226,3.5,152.60348806424264,0.9825,0.3195748495668595,-0.30698481702919367,1.305112699258904,1.303945412658044,1.7173173337591658,-49.70269857129493,0.9154,0.5374801483967603,-0.28247706467514977,False,False,True,False
7.45,0.9922926452472226,3.5,152.60348806424264,0.9825,0.3195748495668595,-0.30698481702919367,1.305112699258904,1.303945412658044,1.7173173337591658,-49.70269857129493,0.9154,0.5374801483967603,-0.28247706467514977,False,False,False,False
7.46,0.9922926452472226,3.5,152.60348806424264,0.9825,0.3195748495668595,-0.30698481702919367,1.305112699258904,1.2728568288784086,0.8856912210308301,23.692425246658107,0.9154,0.5374801483967603,-0.28247706467514977,False,True,False,False
7.47,0.9922926452472226,3.5,152.60348806424264,0.9721,0.31281522149243474,-0.20331870704881216,1.2909308558935613,1.2728568288784086,0.8856912210308301,23.692425246658107,0.8645999999999999,0.42548640802096216,-0.9380278408135921,False,False,True,False
7.48,0.875154361847609,3.225127536737696,-7.567967744020235,0.9721,0.31281522149243474,-0.20331870704881216,1.2909308558935613,1.2728568288784086,0.8856912210308301,23.692425246658107,0.8645999999999999,0.42548640802096216,-0.9380278408135921,True,False,False,False
7.49,0.875154361847609,3.225127536737696,-7.567967744020235,0.9721,0.31281522149243474,-0.20331870704881216,1.2909308558935613,1.2305288597255724,1.3511446928919648,-14.857669783837768,0.8645999999999999,0.42548640802096216,-0.9380278408135921,False,True,False,False
7.5,0.875154361847609,3.225127536737696,-7.567967744020235,0.9721,0.31281522149243474,-0.20331870704881216,1.2909308558935613,1.2305288597255724,1.3511446928919648,-14.857669783837768,0.8645999999999999,0.42548640802096216,-0.9380278408135921,False,False,False,False
7.51,0.875154361847609,3.225127536737696,-7.567967744020235,0.9616,0.31412266795330596,0.0391141495709502,1.3168589113375293,1.2305288597255724,1.3511446928919648,-14.857669783837768,0.8645999999999999,0.42548640802096216,-0.9380278408135921,False,False,True,False
7.52,0.8694285214359583,0.15719993609835722,-84.22833821801456,0.9616,0.31412266795330596,0.0391141495709502,1.3168589113375293,1.2305288597255724,1.3511446928919648,-14.857669783837768,0.8645999999999999,0.42548640802096216,-0.9380278408135921,True,False,False,False
7.53,0.8694285214359583,0.15719993609835722,-84.22833821801456,0.9616,0.31412266795330596,0.0391141495709502,1.3168589113375293,1.1695912205874532,1.4997048498533831,-3.6561375045238695,0.8645999999999999,0.42548640802096216,-0.9380278408135921,False,True,False,False
7.54,0.8694285214359583,0.15719993609835722,-84.22833821801456,0.9514,0.3055104012513685,-0.2579546133130106,1.292929612356873,1.1695912205874532,1.4997048498533831,-3.6561375045238695,0.8645999999999999,0.42548640802096216,-0.9380278408135921,False,False,True,False
7.55,0.9129426956561838,0.0,-4.421817732890333,0.9514,0.3055104012513685,-0.2579546133130106,1.292929612356873,1.1695912205874532,1.4997048498533831,-3.6561375045238695,0.8645999999999999,0.42548640802096216,-0.9380278408135921,True,False,False,False
7.56,0.9129426956561838,0.0,-4.421817732890333,0.9514,0.3055104012513685,-0.2579546133130106,1.292929612356873,1.1430288558721098,0.9854240238694333,19.079049865137236,0.8645999999999999,0.42548640802096216,-0.9380278408135921,False,True,False,False
7.57,0.9129426956561838,0.0,-4.421817732890333,0.9415,0.2957605503464599,-0.2912748757001708,1.2619900766217929,1.1430288558721098,0.9854240238694333,19.079049865137236,0.8645999999999999,0.42548640802096216,-0.9380278408135921,False,False,True,False
7.58,0.9111359360677769,0.06944596609413342,2.669277217451983,0.9415,0.2957605503464599,-0.2912748757001708,1.2619900766217929,1.1430288558721098,0.9854240238694333,19.079049865137236,0.8645999999999999,0.42548640802096216,-0.9380278408135921,True,False,False,False
7.59,0.9111359360677769,0.06944596609413342,2.669277217451983,0.9415,0.2957605503464599,-0.2912748757001708,1.2619900766217929,1.1430288558721098,0.9854240238694333,19.079049865137236,0.8102,0.43705035231400197,0.09290488837155422,False,False,False,True
7.6,0.9111359360677769,0.06944596609413342,2.669277217451983,0.9415,0.2957605503464599,-0.2912748757001708,1.2619900766217929,1.0634340401979754,2.0142867703690936,-26.03718095515791,0.8102,0.43705035231400197,0.09290488837155422,False,True,False,False
7.61,0.9111359360677769,0.06944596609413342,2.669277217451983,0.9316,0.2986106821305549,0.08596765618288671,1.295919695954683,1.0634340401979754,2.0142867703690936,-26.03718095515791,0.8102,0.43705035231400197,0.09290488837155422,False,False,True,False
7.62,0.8866237481295742,0.5481054537282581,10.703078660805778,0.9316,0.2986106821305549,0.08596765618288671,1.295919695954683,1.0634340401979754,2.0142867703690936,-26.03718095515791,0.8102,0.43705035231400197,0.09290488837155422,True,False,False,False
7.63,0.8866237481295742,0.5481054537282581,10.703078660805778,0.9316,0.2986106821305549,0.08596765618288671,1.295919695954683,1.0105918681071349,1.7741912683173318,8.061276182406193,0.8102,0.43705035231400197,0.09290488837155422,False,True,False,False
7.64,0.8866237481295742,0.5481054537282581,10.703078660805778,0.9221,0.28554678783308673,-0.39266874244558286,1.2460075011065987,1.0105918681071349,1.7741912683173318,8.061276182406193,0.8102,0.43705035231400197,0.09290488837155422,False,False,True,False
7.65,0.8768724648666681,0.35149304917205765,-7.087056310362322,0.9221,0.28554678783308673,-0.39266874244558286,1.2460075011065987,1.0105918681071349,1.7741912683173318,8.061276182406193,0.8102,0.43705035231400197,0.09290488837155422,True,False,False,False
7.66,0.8768724648666681,0.35149304917205765,-7.087056310362322,0.9221,0.28554678783308673,-0.39266874244558286,1.2460075011065987,1.0651325417998896,0.0,55.94564524665016,0.8102,0.43705035231400197,0.09290488837155422,False,True,False,False
7.67,0.8768724648666681,0.35149304917205765,-7.087056310362322,0.9127,0.283417723473063,-0.06419303979208078,1.2532255839144948,1.0651325417998896,0.0,55.94564524665016,0.8102,0.43705035231400197,0.09290488837155422,False,False,True,False
7.68,0.851522253024031,0.8731759504290041,17.96911859968924,0.9127,0.283417723473063,-0.06419303979208078,1.2532255839144948,1.0651325417998896,0.0,55.94564524665016,0.8102,0.43705035231400197,0.09290488837155422,True,False,False,False
7.69,0.851522253024031,0.8731759504290041,17.96911859968924,0.9127,0.283417723473063,-0.06419303979208078,1.2532255839144948,1.0823192161371988,0.0,-0.0,0.7779999999999999,0.3332624581372675,-1.0741803955971736,False,False,False,True
7.7,0.851522253024031,0.8731759504290041,17.96911859968924,0.9127,0.283417723473063,-0.06419303979208078,1.2532255839144948,1.0823192161371988,0.0,-0.0,0.7779999999999999,0.3332624581372675,-1.0741803955971736,False,False,False,False
7.71,0.851522253024031,0.8731759504290041,17.96911859968924,0.9035,0.27570849891826343,-0.23103247063343543,1.2299629327531663,1.0823192161371988,0.0,-0.0,0.7779999999999999,0.3332624581372675,-1.0741803955971736,False,False,True,False
7.72,0.8279679824085242,0.566058640432517,-7.380674604097191,0.9035,0.27570849891826343,-0.23103247063343543,1.2299629327531663,1.0464667624181336,1.14196780231332,-36.37381340030402,0.7779999999999999,0.3332624581372675,-1.0741803955971736,True,False,False,False
7.73,0.8279679824085242,0.566058640432517,-7.380674604097191,0.9035,0.27570849891826343,-0.23103247063343543,1.2299629327531663,1.0464667624181336,1.14196780231332,-36.37381340030402,0.7779999999999999,0.3332624581372675,-1.0741803955971736,False,False,False,False
7.74,0.8279679824085242,0.566058640432517,-7.380674604097191,0.8946,0.26535809150167466,-0.3086027368910977,1.190898303450532,1.0464667624181336,1.14196780231332,-36.37381340030402,0.7779999999999999,0.3332624581372675,-1.0741803955971736,False,False,True,False
7.75,0.8369476900469242,0.0,-22.4285814984684,0.8946,0.26535809150167466,-0.3086027368910977,1.190898303450532,1.0464667624181336,1.14196780231332,-36.37381340030402,0.7779999999999999,0.3332624581372675,-1.0741803955971736,True,False,False,False
7.76,0.8369476900469242,0.0,-22.4285814984684,0.8946,0.26535809150167466,-0.3086027368910977,1.190898303450532,0.9016363562974281,3.5,-61.875278085604414,0.7779999999999999,0.3332624581372675,-1.0741803955971736,False,True,False,False
7.77,0.8369476900469242,0.0,-22.4285814984684,0.8858,0.26361398476981984,-0.05224669607365018,1.1988708764863225,0.9016363562974281,3.5,-61.875278085604414,0.7779999999999999,0.3332624581372675,-1.0741803955971736,False,False,True,False
7.78,0.8369476900469242,0.0,-22.4285814984684,0.8858,0.26361398476981984,-0.05224669607365018,1.1988708764863225,0.9016363562974281,3.5,-61.875278085604414,0.7779999999999999,0.3332624581372675,-1.0741803955971736,False,False,False,False
7.79,0.8476079373028729,0.0,0.0,0.8858,0.26361398476981984,-0.05224669607365018,1.1988708764863225,0.9016363562974281,3.5,-61.875278085604414,0.7587999999999999,0.1902370353460421,-1.417121479735259,False,False,False,True
7.8,0.8476079373028729,0.0,0.0,0.8858,0.26361398476981984,-0.05224669607365018,1.1988708764863225,0.7464526183227556,3.5,-0.0,0.7587999999999999,0.1902370353460421,-1.417121479735259,False,True,False,False
7.81,0.8476079373028729,0.0,0.0,0.8772,0.2604106106059584,-0.09699914209424527,1.1984627351637906,0.7464526183227556,3.5,-0.0,0.7587999999999999,0.1902370353460421,-1.417121479735259,False,False,True,False
7.82,0.8635099597132634,0.0,0.0,0.8772,0.2604106106059584,-0.09699914209424527,1.1984627351637906,0.7464526183227556,3.5,-0.0,0.7587999999999999,0.1902370353460421,-1.417121479735259,True,False,False,False
7.83,0.8635099597132634,0.0,0.0,0.8772,0.2604106106059584,-0.09699914209424527,1.1984627351637906,0.7464526183227556,3.5,-0.0,0.7587999999999999,0.1902370353460421,-1.417121479735259,False,False,False,False
7.84,0.8951652240346306,0.0,0.0,0.8689,0.24788313773461643,-0.3741384678594625,1.1436247622223037,0.7464526183227556,3.5,-0.0,0.7587999999999999,0.1902370353460421,-1.417121479735259,False,False,True,False
7.85,0.8951652240346306,0.0,0.0,0.8689,0.24788313773461643,-0.3741384678594625,1.1436247622223037,0.7464526183227556,3.5,-0.0,0.7587999999999999,0.1902370353460421,-1.417121479735259,False,False,False,False
7.86,0.8951652240346306,0.0,0.0,0.8689,0.24788313773461643,-0.3741384678594625,1.1436247622223037,0.7464526183227556,3.5,-0.0,0.7587999999999999,0.1902370353460421,-1.417121479735259,False,False,False,False
7.87,0.8951652240346306,0.0,0.0,0.8607,0.24536558274924447,-0.07533187147427521,1.1457558279013387,0.7464526183227556,3.5,-0.0,0.7587999999999999,0.1902370353460421,-1.417121479735259,False,False,True,False
7.88,0.9330375261658144,0.0,0.0,0.8607,0.24536558274924447,-0.07533187147427521,1.1457558279013387,0.7464526183227556,3.5,-0.0,0.7587999999999999,0.1902370353460421,-1.417121479735259,True,False,False,False
7.89,0.9330375261658144,0.0,0.0,0.8607,0.24536558274924447,-0.07533187147427521,1.1457558279013387,0.7464526183227556,3.5,-0.0,0.7587999999999999,0.1902370353460421,-1.417121479735259,False,False,False,False
7.9,0.9330375261658144,0.0,0.0,0.8607,0.24536558274924447,-0.07533187147427521,1.1457558279013387,0.7464526183227556,3.5,-0.0,0.7587999999999999,0.1902370353460421,-1.417121479735259,False,False,False,False
7.91,0.9330375261658144,0.0,0.0,0.8529,0.23306624340243506,-0.3675077971657202,1.0890122786440193,0.7464526183227556,3.5,-0.0,0.866,0.0,-1.5890375693798289,False,False,False,True
7.92,0.9836000230497921,0.0,0.0,0.8529,0.23306624340243506,-0.3675077971657202,1.0890122786440193,0.7464526183227556,3.5,-0.0,0.866,0.0,-1.5890375693798289,True,False,False,False
7.93,0.9836000230497921,0.0,0.0,0.8529,0.23306624340243506,-0.3675077971657202,1.0890122786440193,0.7464526183227556,3.5,-0.0,0.866,0.0,-1.5890375693798289,False,False,False,False
7.94,0.9836000230497921,0.0,0.0,0.8453,0.23062372307286028,-0.07411883316943312,1.089782422861007,0.7464526183227556,3.5,-0.0,0.866,0.0,-1.5890375693798289,False,False,True,False
7.95,0.9836000230497921,0.0,0.0,0.8453,0.23062372307286028,-0.07411883316943312,1.089782422861007,0.7464526183227556,3.5,-0.0,0.866,0.0,-1.5890375693798289,False,False,False,False
7.96,0.9836000230497921,0.0,0.0,0.8453,0.23062372307286028,-0.07411883316943312,1.089782422861007,0.7464526183227556,3.5,-0.0,0.866,0.0,-1.5890375693798289,False,False,False,False
7.97,1.04328605116119,0.0,0.0,0.8382,0.21241814421935326,-0.5446753907747892,0.9932199645006855,0.7464526183227556,3.5,-0.0,0.866,0.0,-1.5890375693798289,False,False,True,False
7.98,1.04328605116119,0.0,0.0,0.8382,0.21241814421935326,-0.5446753907747892,0.9932199645006855,0.7464526183227556,3.5,-0.0,0.866,0.0,-1.5890375693798289,False,False,False,False
7.99,1.0951486579709497,0.0,0.0,0.8382,0.21241814421935326,-0.5446753907747892,0.9932199645006855,0.7464526183227556,3.5,-0.0,0.866,0.0,-1.5890375693798289,True,False,False,False
8.0,1.0951486579709497,0.0,0.0,0.8382,0.21241814421935326,-0.5446753907747892,0.9932199645006855,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,False,False,False,True
8.01,1.0951486579709497,0.0,0.0,0.8311,0.21351215587855313,0.03289926590310376,1.0137155796386386,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,False,False,True,False
8.02,1.1448761569745367,0.0,0.0,0.8311,0.21351215587855313,0.03289926590310376,1.0137155796386386,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,True,False,False,False
8.03,1.1448761569745367,0.0,0.0,0.8311,0.21351215587855313,0.03289926590310376,1.0137155796386386,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,False,False,False,False
8.04,1.1448761569745367,0.0,0.0,0.8245,0.19634180704906828,-0.5107965631581727,0.919118665577534,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,False,False,True,False
8.05,1.21081840570068,0.0,0.0,0.8245,0.19634180704906828,-0.5107965631581727,0.919118665577534,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,True,False,False,False
8.06,1.21081840570068,0.0,0.0,0.8245,0.19634180704906828,-0.5107965631581727,0.919118665577534,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,False,False,False,False
8.07,1.21081840570068,0.0,0.0,0.8181,0.19331889885555803,-0.0913102005173203,0.9117361454410529,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,False,False,True,False
8.08,1.297686386479243,0.0,0.0,0.8181,0.19331889885555803,-0.0913102005173203,0.9117361454410529,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,True,False,False,False
8.09,1.297686386479243,0.0,0.0,0.8181,0.19331889885555803,-0.0913102005173203,0.9117361454410529,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,False,False,False,False
8.1,1.297686386479243,0.0,0.0,0.8181,0.19331889885555803,-0.0913102005173203,0.9117361454410529,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,False,False,False,False
8.11,1.297686386479243,0.0,0.0,0.812,0.1810193872357247,-0.3649918125771981,0.8439060043052499,0.7464526183227556,3.5,-0.0,1.1358000000000001,0.0,0.0,False,False,True,False
