timestamp,distance_tracker,distance_wheelchair_FT,distance_wheelchair_v5,distance_drone_FT,distance_drone_v5,distance_range
2.0902,3.0937,,,3.4587,,
2.1002,3.0937,,,3.4587,,
2.1102,3.0742,,,3.4587,,
2.1202,3.0742,,,3.4587,,
2.1302,3.0742,,,3.4587,,
2.1402,3.0541,,,3.4587,,
2.1502,3.0541,,,3.4587,,
2.1602,3.0541,,,3.4046,,
2.1702,3.0335,,,3.4046,,
2.1802,3.0335,,,3.4046,,
2.1902,3.0335,,,3.4087,,
2.2002,3.0139,,,3.4087,,
2.2102,3.0139,,,3.4087,,
2.2202,3.0139,,,3.4087,,
2.2302,3.0139,,,3.4106,,
2.2402,2.9946,,,3.4106,,
2.2502,2.9946,,,3.4106,,
2.2602,2.9946,,,,,
2.2702,2.9774,,,,,
2.2802,2.9774,,,,,
2.2902,2.9774,,,,,
2.3002,2.9774,,,,,
2.3102,2.9612,,,,,
2.3202,2.9612,,,,,
2.3302,2.9612,,,,,
2.3402,2.9462,,,,,
2.3502,2.9462,,,3.4097,,
2.3602,2.9462,,,3.4097,,
2.3702,2.9324,,,3.4097,,
2.3802,2.9324,,,3.4097,,
2.3902,2.9324,,,3.4099,,
2.4002,2.9185,,,3.4099,,
2.4102,2.9185,,,3.4099,,
2.4202,2.9185,,,3.4119,,
2.4302,2.9185,,,3.4119,,
2.4402,2.9047,,,3.4119,,
2.4502,2.9047,,,,,
2.4602,2.9047,,,,,
2.4702,2.8905,,,,,
2.4802,2.8905,,,,,
2.4902,2.8905,,,,,
2.5002,2.8905,,,,,
2.5102,2.875,,,,,
2.5202,2.875,,,,,
2.5302,2.875,,,,,
2.5402,2.8588,,,,,
2.5502,2.8588,,,,,
2.5602,2.8588,,,,,
2.5702,2.8417,,,,,
2.5802,2.8417,,,,,
2.5902,2.8417,,,,,
2.6002,2.8237,,,,,
2.6102,2.8237,,,,,
2.6202,2.8237,,,,,
2.6302,2.8237,,,,,
2.6402,2.8055,,,,,
2.6502,2.8055,,,,,
2.6602,2.8055,,,,,
2.6702,2.7875,,,,,
2.6802,2.7875,,,,,
2.6902,2.7875,,,,,
2.7002,2.7875,,,,,
2.7102,2.7695,,,,,
2.7202,2.7695,,,3.4131,,
2.7302,2.7695,,,3.4131,,
2.7402,2.7523,,,3.4131,,
2.7502,2.7523,,,,,
2.7602,2.7523,,,,,
2.7702,2.7354,,,,,
2.7802,2.7354,,,,,
2.7902,2.7354,,,,,
2.8002,2.7354,,,,,
2.8102,2.7194,,,,,
2.8202,2.7194,,,,,
2.8302,2.7194,,,,,
2.8402,2.7038,,,,,
2.8502,2.7038,,,3.4058,,
2.8602,2.7038,,,3.4058,,
2.8702,2.6888,,,3.4058,,
2.8802,2.6888,,,3.4058,,
2.8902,2.6888,,,,,
2.9002,2.6888,,,,,
2.9102,2.6735,,,,,
2.9202,2.6735,,,,,
2.9302,2.6735,,,,,
2.9402,2.6587,,,,,
2.9502,2.6587,,,,,
2.9602,2.6587,,,,,
2.9702,2.643,,,,,
2.9802,2.643,,,,,
2.9902,2.643,,,,,
3.0002,2.6273,,,,,
3.0102,2.6273,,,,,
3.0202,2.6273,,,,,
3.0302,2.6273,,,,,
3.0402,2.6107,,,,,
3.0502,2.6107,,,,,
3.0602,2.6107,,,,,
3.0702,2.5943,,,,,
3.0802,2.5943,,,,,
3.0902,2.5943,,,,,
3.1002,2.5943,,,,,
3.1102,2.5771,,,,,
3.1202,2.5771,,,,,
3.1302,2.5771,,,,,
3.1402,2.5602,,,,,
3.1502,2.5602,,,,,
3.1602,2.5602,,,,,
3.1702,2.543,,,,,
3.1802,2.543,,,,,
3.1902,2.543,,,,,
3.2002,2.543,,,,,
