,timestamp,distance_tracker,distance_wheelchair_FT,distance_wheelchair_v5,distance_drone_FT,distance_drone_v5,distance_range
0,5.5735,2.3187,,,2.5419,,
1,5.5835,2.3187,,,2.5419,,
2,5.5935,2.3187,,,2.5419,,
3,5.6035,2.3019,,,2.4985,,
4,5.6135,2.3019,,,2.4985,,
5,5.6235,2.3019,,,2.4985,,
6,5.6335,2.3019,,,2.4985,,
7,5.6435,2.2853,,,,,
8,5.6535,2.2853,,,,,
9,5.6635,2.2853,,,,,
10,5.6735,2.2691,,,,,
11,5.6835,2.2691,,,,,
12,5.6935,2.2691,,,,,
13,5.7035,2.2526,,,,,
14,5.7135,2.2526,,,2.4132,,
15,5.7235,2.2526,,,2.4132,,
16,5.7335,2.2526,,,2.4158,,
17,5.7435,2.2364,,,2.4158,,
18,5.7535,2.2364,,,2.4158,,
19,5.7635,2.2364,,,2.4158,,
20,5.7735,2.2206,,,2.4165,,
21,5.7835,2.2206,,,2.4165,,
22,5.7935,2.2206,,,2.4165,,
23,5.8035,2.2044,,,2.3905,,
24,5.8135,2.2044,,,2.3905,,
25,5.8235,2.2044,,,2.3905,,
26,5.8335,2.2044,,,2.355,,
27,5.8435,2.1884,,,2.355,,
28,5.8535,2.1884,,,2.355,,
29,5.8635,2.1884,,,2.355,,
30,5.8735,2.1725,,,2.3221,,
31,5.8835,2.1725,,,2.3221,,
32,5.8935,2.1725,,,2.3221,,
33,5.9035,2.156,,,2.2972,,
34,5.9135,2.156,,,2.2972,,
35,5.9235,2.156,,,2.2972,,
36,5.9335,2.1399,,,2.2763,,
37,5.9435,2.1399,,,2.2763,,
38,5.9535,2.1399,,,2.2763,,
39,5.9635,2.1399,,,2.2763,,
40,5.9735,2.1238,,,2.2527,,
41,5.9835,2.1238,,,2.2527,,
42,5.9935,2.1238,,,2.2527,,
43,6.0035,2.1072,,,2.2287,,
44,6.0135,2.1072,,,2.2287,,
45,6.0235,2.1072,,,2.2287,,
46,6.0335,2.0909,,,,,
47,6.0435,2.0909,,,,,
48,6.0535,2.0909,,,,,
49,6.0635,2.0909,,,,,
50,6.0735,2.0745,,,,,
51,6.0835,2.0745,,,,,
52,6.0935,2.0745,,,,,
53,6.1035,2.0583,,,2.1819,,
54,6.1135,2.0583,,,2.1819,,
55,6.1235,2.0583,,,2.1819,,
56,6.1335,2.0419,,,2.1973,,
57,6.1435,2.0419,,,2.1973,,
58,6.1535,2.0419,,,2.1973,,
59,6.1635,2.0419,,,2.2011,,
60,6.1735,2.0262,,,2.2011,,
61,6.1835,2.0262,,,2.2011,,
62,6.1935,2.0262,,,2.2011,,
