,timestamp,distance_tracker,distance_wheelchair_FT,distance_wheelchair_v5,distance_drone_FT,distance_drone_v5,distance_range
0,3.6934,2.325,,,2.4027,,
1,3.7034,2.3,,,2.4027,,
2,3.7134,2.3,,,2.4027,,
3,3.7234,2.3,,,2.4027,,
4,3.7334,2.3,,,2.3757,,
5,3.7434,2.2743,,,2.3757,,
6,3.7534,2.2743,,,2.3757,,
7,3.7634,2.2743,,,2.3744,,
8,3.7734,2.2487,,,2.3744,,
9,3.7834,2.2487,,,2.3744,,
10,3.7934,2.2487,,,2.3537,,
11,3.8034,2.2223,,,2.3537,,
12,3.8134,2.2223,,,2.3537,,
13,3.8234,2.2223,,,2.3033,,
14,3.8334,2.196,,,2.3033,,
15,3.8434,2.196,,,2.3033,,
16,3.8534,2.196,,,2.3033,,
17,3.8634,2.196,,,2.2539,,
18,3.8734,2.1691,,,2.2539,,
19,3.8834,2.1691,,,2.2539,,
20,3.8934,2.1691,,,2.2243,,
21,3.9034,2.1427,,,2.2243,,
22,3.9134,2.1427,,,2.2243,,
23,3.9234,2.1427,,,2.2243,,
24,3.9334,2.1427,,,2.2014,,
25,3.9434,2.1159,,,2.2014,,
26,3.9534,2.1159,,,2.2014,,
27,3.9634,2.1159,,,2.1715,,
28,3.9734,2.0898,,,2.1715,,
29,3.9834,2.0898,,,2.1715,,
30,3.9934,2.0898,,,2.1506,,
31,4.0034,2.0634,,,2.1506,,
32,4.0134,2.0634,,,2.1506,,
33,4.0234,2.0634,,,2.1506,,
34,4.0334,2.0634,,,2.1453,,
35,4.0434,2.0378,,,2.1453,,
36,4.0534,2.0378,,,2.1453,,
37,4.0634,2.0378,,,2.1132,,
38,4.0734,2.0121,,,2.1132,,
39,4.0834,2.0121,,,2.1132,,
40,4.0934,2.0121,,,2.1132,,
41,4.1034,1.9871,,,2.0612,,
42,4.1134,1.9871,,,2.0612,,
43,4.1234,1.9871,,,2.0266,,
44,4.1334,1.9871,,,2.0266,,
45,4.1434,1.962,,,2.0266,,
46,4.1534,1.962,,,,,
47,4.1634,1.962,,,,,
48,4.1734,1.9375,,,,,
49,4.1834,1.9375,,,,,
50,4.1934,1.9375,,,,,
51,4.2034,1.9123,,,,,
52,4.2134,1.9123,,,,,
53,4.2234,1.9123,,,,,
54,4.2334,1.8876,,,,,
55,4.2434,1.8876,,,,,
56,4.2534,1.8876,,,,,
57,4.2634,1.8876,,,,,
58,4.2734,1.8621,,,,,
59,4.2834,1.8621,,,,,
60,4.2934,1.8621,,,,,
61,4.3034,1.8369,,,,,
62,4.3134,1.8369,,,,,
