timestamp,distance_tracker,distance_wheelchair_FT,distance_wheelchair_v5,distance_drone_FT,distance_drone_v5,distance_range
2.2868,2.5621,,,2.832,,
2.2968,2.5621,,,2.832,,
2.3068,2.5555,,,2.832,,
2.3168,2.5555,,,2.8468,,
2.3268,2.5555,,,2.8468,,
2.3368,2.5463,,,2.8468,,
2.3468,2.5463,,,2.8468,,
2.3568,2.5463,,,2.853,,
2.3668,2.5341,,,2.853,,
2.3768,2.5341,,,2.853,,
2.3868,2.5341,,,2.853,,
2.3968,2.5341,,,2.883,,
2.4068,2.5191,,,2.883,,
2.4168,2.5191,,,2.883,,
2.4268,2.5191,,,2.9067,,
2.4368,2.5015,,,2.9067,,
2.4468,2.5015,,,2.9067,,
2.4568,2.5015,,,2.8541,,
2.4668,2.4812,,,2.8541,,
2.4768,2.4812,,,2.8541,,
2.4868,2.4812,,,2.8308,,
2.4968,2.4812,,,2.8308,,
2.5068,2.4589,,,2.8308,,
2.5168,2.4589,,,2.8308,,
2.5268,2.4589,,,2.8373,3.3654,
2.5368,2.4347,,,2.8373,3.3654,
2.5468,2.4347,,,2.8373,3.3654,
2.5568,2.4347,,,2.8252,3.3827,
2.5668,2.4091,,,2.8252,3.3827,
2.5768,2.4091,,,2.8252,3.3827,
2.5868,2.4091,,,2.8442,3.3444,
2.5968,2.4091,,,2.8442,3.3444,
2.6068,2.382,,,2.8442,3.3444,
2.6168,2.382,,,2.8225,,
2.6268,2.382,,,2.8225,,
2.6368,2.354,,,2.8225,,
2.6468,2.354,,,2.8225,,
2.6568,2.354,,,2.798,,
2.6668,2.3255,,,2.798,,
2.6768,2.3255,2.4296,,2.798,,
2.6868,2.3255,2.4296,,2.798,,
2.6968,2.3255,2.4296,,2.732,,
2.7068,2.2973,2.4254,,2.732,,
2.7168,2.2973,2.4254,,2.732,,
2.7268,2.2973,2.4254,,2.6328,2.995,
2.7368,2.2694,2.4254,,2.6328,2.995,
2.7468,2.2694,2.3931,,2.6328,2.995,
2.7568,2.2694,2.3931,,2.6328,2.995,
2.7668,2.2424,2.3931,,2.5883,,
2.7768,2.2424,,,2.5883,,
2.7868,2.2424,,,2.5805,,
2.7968,2.2424,,,2.5805,,
2.8068,2.2163,,,2.5805,,
2.8168,2.2163,,,2.5805,,
2.8268,2.2163,,,2.5813,,
2.8368,2.1913,,,2.5813,,
2.8468,2.1913,2.292,,2.5813,,
2.8568,2.1913,2.292,,2.5595,,
2.8668,2.1669,2.292,,2.5595,,
2.8768,2.1669,2.3089,,2.5595,,
2.8868,2.1669,2.3089,,2.5279,,
2.8968,2.1669,2.3089,,2.5279,,
2.9068,2.1431,2.3127,,2.5279,,
2.9168,2.1431,2.3127,,2.5279,,
2.9268,2.1431,2.3127,,2.4864,,
2.9368,2.1195,2.3127,,2.4864,,
2.9468,2.1195,2.319,,2.4864,,
2.9568,2.1195,2.319,,2.4521,,
2.9668,2.0958,2.319,,2.4521,,
2.9768,2.0958,2.3041,,2.4521,,
2.9868,2.0958,2.3041,,2.4437,,
2.9968,2.0958,2.3041,,2.4437,,
3.0068,2.0717,2.2095,,2.4437,,
3.0168,2.0717,2.2095,,2.4437,,
3.0268,2.0717,2.2095,,2.4418,,
3.0368,2.0469,2.145,,2.4418,,
3.0468,2.0469,2.145,,2.4418,,
3.0568,2.0469,2.145,,2.4418,,
3.0668,2.0215,2.145,,2.4033,,
3.0768,2.0215,2.129,,2.4033,,
3.0868,2.0215,2.129,,2.4033,,
3.0968,2.0215,2.129,,2.3708,,
3.1068,1.9958,2.0779,,2.3708,,
3.1168,1.9958,2.0779,,2.3699,,
3.1268,1.9958,2.0779,,2.3699,,
3.1368,1.9696,2.0779,,2.3699,,
3.1468,1.9696,2.0779,,2.3699,,
3.1568,1.9696,2.0593,,2.3699,,
3.1668,1.9696,2.0593,,2.3353,,
3.1768,1.9434,,,2.3353,,
3.1868,1.9434,,,2.2777,,
3.1968,1.9434,,,2.2777,,
3.2068,1.9171,,,2.2777,,
3.2168,1.9171,,,2.2777,,
3.2268,1.9171,,,2.2441,,
3.2368,1.8911,,,2.2441,,
3.2468,1.8911,,,2.2441,,
3.2568,1.8911,,,2.1865,,
3.2668,1.8653,,,2.1865,,
3.2768,1.8653,1.9833,,2.1865,,
3.2868,1.8653,1.9833,,2.1269,,
3.2968,1.8653,1.9833,,2.1269,,
3.3068,1.84,1.9833,,2.1269,,
3.3168,1.84,,,2.1269,,
3.3268,1.84,,,2.1022,,
3.3368,1.8152,,,2.1022,,
3.3468,1.8152,,,2.1022,,
3.3568,1.8152,,,2.0706,,
3.3668,1.7907,,,2.0706,,
3.3768,1.7907,,,2.0706,,
3.3868,1.7907,,,2.0403,,
3.3968,1.7907,,,2.0403,,
3.4068,1.7664,,,2.0403,,
3.4168,1.7664,,,2.0119,,
3.4268,1.7664,,,2.0119,,
3.4368,1.7425,,,2.0119,,
3.4468,1.7425,,,2.0119,,
3.4568,1.7425,,,2.0119,,
3.4668,1.7425,,,1.9823,,
3.4768,1.7185,,,1.9823,,
3.4868,1.7185,,,1.9632,,
3.4968,1.7185,,,1.9632,,
3.5068,1.6943,,,1.9632,,
3.5168,1.6943,,,1.944,,
3.5268,1.6943,,,1.944,,
3.5368,1.6699,,,1.944,,
3.5468,1.6699,,,1.944,,
3.5568,1.6699,,,1.944,,1.927
3.5668,1.6454,,,1.9016,,1.927
3.5768,1.6454,,,1.9016,,1.927
3.5868,1.6454,,,1.8582,,1.927
3.5968,1.6454,,,1.8582,,1.927
3.6068,1.6206,,,1.8582,,1.927
3.6168,1.6206,,,1.8582,,1.927
3.6268,1.6206,,,1.8365,,1.927
3.6368,1.5958,,,1.8365,,1.927
3.6468,1.5958,,,1.8365,,1.927
3.6568,1.5958,,,1.8074,,1.6438
3.6668,1.5708,,,1.8074,,1.6438
3.6768,1.5708,,,1.8074,,1.6438
3.6868,1.5708,,,1.75,,1.6438
3.6968,1.5708,,,1.75,,1.6438
3.7068,1.546,,,1.75,,1.6438
3.7168,1.546,,,1.75,,1.6438
3.7268,1.546,,,1.7025,,1.6438
3.7368,1.5214,,1.5438,1.7025,,1.6438
3.7468,1.5214,,1.5438,1.7025,,1.6438
3.7568,1.5214,,1.5438,1.6802,,1.6438
3.7668,1.4971,,1.5438,1.6802,,1.6438
3.7768,1.4971,,1.4984,1.6802,,1.4916
3.7868,1.4971,,1.4984,1.6566,,1.4916
3.7968,1.4971,,1.4984,1.6566,,1.4916
3.8068,1.4729,,1.4863,1.6566,,1.4916
3.8168,1.4729,,1.4863,1.6566,,1.4916
3.8268,1.4729,,1.4863,1.6155,,1.4916
3.8368,1.449,,1.4863,1.6155,,1.4916
3.8468,1.449,,1.5955,1.6155,,1.4916
3.8568,1.449,,1.5955,1.574,,1.4916
3.8668,1.449,,1.5955,1.574,,1.4916
3.8768,1.4255,,1.5706,1.574,,1.3808
3.8868,1.4255,,1.5706,1.565,,1.3808
3.8968,1.4255,,1.5706,1.565,,1.3808
3.9068,1.4023,,1.4111,1.565,,1.3808
3.9168,1.4023,,1.4111,1.5605,,1.3808
3.9268,1.4023,,1.4111,1.5605,,1.3808
3.9368,1.3793,,1.4111,1.5605,,1.3808
3.9468,1.3793,,1.3246,1.5605,,1.3808
3.9568,1.3793,,1.3246,1.537,,1.3808
3.9668,1.3564,,,1.537,,1.3808
3.9768,1.3564,,,1.537,,1.3808
3.9868,1.3564,,,1.4933,,1.3808
3.9968,1.3564,,,1.4933,,1.285
4.0068,1.3335,,,1.4933,,1.285
4.0168,1.3335,,,1.4529,1.5283,1.285
4.0268,1.3335,,,1.4529,1.5283,1.285
4.0368,1.3105,,,1.4529,1.5283,1.285
4.0468,1.3105,,1.1154,1.4529,1.5283,1.285
4.0568,1.3105,,1.1154,1.4304,1.5554,1.285
4.0668,1.2875,,1.1154,1.4304,1.5554,1.285
4.0768,1.2875,,1.1016,1.4304,1.5554,1.285
4.0868,1.2875,,1.1016,1.406,,1.285
4.0968,1.2875,,1.1016,1.406,,1.1936
4.1068,1.2646,,1.0562,1.406,,1.1936
4.1168,1.2646,,1.0562,1.3872,,1.1936
4.1268,1.2646,,1.0562,1.3872,,1.1936
4.1368,1.2417,,1.0562,1.3872,,1.1936
4.1468,1.2417,,1.0244,1.3872,,1.1936
4.1568,1.2417,,1.0244,1.378,,1.1936
4.1668,1.2189,,1.0244,1.378,,1.1936
4.1768,1.2189,,1.0552,1.378,,1.1936
4.1868,1.2189,,1.0552,,,1.1936
4.1968,1.2189,,1.0552,,,1.1936
4.2068,1.1963,,1.0885,,,1.0922
4.2168,1.1963,,1.0885,,1.2727,1.0922
4.2268,1.1963,,1.0885,,1.2727,1.0922
4.2368,1.174,,1.0031,,1.2727,1.0922
4.2468,1.174,,1.0031,,1.2727,1.0922
4.2568,1.174,,1.0031,1.2101,,1.0922
4.2668,1.1519,,1.0031,1.2101,,1.0922
4.2768,1.1519,,0.9088,1.2101,,1.0922
4.2868,1.1519,,0.9088,1.1864,,1.0922
4.2968,1.1519,,0.9088,1.1864,,1.0922
4.3068,1.1302,,0.8906,1.1864,,1.0922
4.3168,1.1302,,0.8906,1.1864,,1.0922
4.3268,1.1302,,0.8906,1.154,1.164,1.0922
4.3368,1.1088,,0.9461,1.154,1.164,1.0922
4.3468,1.1088,,0.9461,1.154,1.164,1.0922
4.3568,1.1088,,0.9461,1.154,1.164,1.0922
4.3668,1.0878,,0.9461,1.0985,,1.0922
4.3768,1.0878,,0.9238,1.0985,,1.0922
4.3868,1.0878,,0.9238,1.045,,1.0922
4.3968,1.0878,,0.9238,1.045,,1.0922
4.4068,1.0669,,0.8663,1.045,,1.0922
4.4168,1.0669,,0.8663,1.0155,1.0515,1.0922
4.4268,1.0669,,0.8663,1.0155,1.0515,1.0922
4.4368,1.0464,,0.8663,1.0155,1.0515,1.0922
4.4468,1.0464,,0.8667,1.0155,1.0515,1.0922
4.4568,1.0464,,0.8667,0.9986,1.0357,1.0922
4.4668,1.0261,,0.8667,0.9986,1.0357,1.0922
4.4768,1.0261,,0.7444,0.9986,1.0357,1.0922
4.4868,1.0261,,0.7444,0.9906,1.0047,1.0922
4.4968,1.0261,,0.7444,0.9906,1.0047,1.0922
4.5068,1.0062,,0.7444,0.9906,1.0047,1.0922
4.5168,1.0062,,0.7444,0.9906,1.0047,1.0922
4.5268,1.0062,,0.7444,0.9722,0.9552,1.0922
4.5368,0.9865,,0.7444,0.9722,0.9552,0.9862
4.5468,0.9865,,0.6425,0.9722,0.9552,0.9862
4.5568,0.9865,,0.6425,,0.897,0.9862
4.5668,0.9671,,0.6425,,0.897,0.9862
4.5768,0.9671,,,,0.897,0.9862
4.5868,0.9671,,,,0.8549,0.9862
4.5968,0.9671,,,,0.8549,0.9862
4.6068,0.9479,,,,0.8549,0.9862
4.6168,0.9479,,,,1.0927,0.9862
4.6268,0.9479,,,,1.0927,0.9862
