,timestamp,distance_tracker,distance_wheelchair_FT,distance_wheelchair_v5,distance_drone_FT,distance_drone_v5,distance_range
0,3.8735,2.3777,,,2.6935,,
1,3.8835,2.3777,,,2.6935,,
2,3.8935,2.3777,,,2.6935,,
3,3.9035,2.3481,,,,,
4,3.9135,2.3481,,,,,
5,3.9235,2.3481,,,,,
6,3.9335,2.3183,,,,,
7,3.9435,2.3183,,,,,
8,3.9535,2.3183,,,,,
9,3.9635,2.3183,,,,,
10,3.9735,2.2888,,,2.5696,,
11,3.9835,2.2888,,,2.5696,,
12,3.9935,2.2888,,,2.5696,,
13,4.0035,2.2603,,,,,
14,4.0135,2.2603,,,,,
15,4.0235,2.2603,,,,,
16,4.0335,2.2603,,,,,
17,4.0435,2.2329,,,,,
18,4.0535,2.2329,,,,,
19,4.0635,2.2329,,,,,
20,4.0735,2.2069,,,2.4555,,
21,4.0835,2.2069,,,2.4555,,
22,4.0935,2.2069,,,2.4555,,
23,4.1035,2.1821,,,2.4432,,
24,4.1135,2.1821,,,2.4432,,
25,4.1235,2.1821,,,2.4432,,
26,4.1335,2.1821,,,2.4432,,
27,4.1435,2.1582,,,2.4136,,
28,4.1535,2.1582,,,2.4136,,
29,4.1635,2.1582,,,2.4136,,
30,4.1735,2.1346,,,2.4019,,
31,4.1835,2.1346,,,2.4019,,
32,4.1935,2.1346,,,2.4019,,
33,4.2035,2.111,,,2.3817,,
34,4.2135,2.111,,,2.3817,,
35,4.2235,2.111,,,2.3817,,
36,4.2335,2.0871,,,2.3324,,
37,4.2435,2.0871,,,2.3324,,
38,4.2535,2.0871,,,2.3324,,
39,4.2635,2.0871,,,2.3324,,
40,4.2735,2.0626,,,2.2654,,
41,4.2835,2.0626,,,2.2654,,
42,4.2935,2.0626,,,2.2654,,
43,4.3035,2.0373,,,2.2472,,
44,4.3135,2.0373,,,2.2472,,
45,4.3235,2.0373,,,2.2472,,
46,4.3335,2.0113,,,2.2472,,
47,4.3435,2.0113,,,2.236,,
48,4.3535,2.0113,,,2.236,,
49,4.3635,2.0113,,,2.2533,,
50,4.3735,1.9847,,,2.2533,,
51,4.3835,1.9847,,,2.2533,,
52,4.3935,1.9847,,,2.2533,,
53,4.4035,1.9577,,,2.2457,,
54,4.4135,1.9577,,,2.2457,,
55,4.4235,1.9577,2.0935,,2.2457,,
56,4.4335,1.9577,2.0935,,2.1734,,
57,4.4435,1.9305,2.0935,,2.1734,,
58,4.4535,1.9305,2.0212,,2.1734,,
59,4.4635,1.9305,2.0212,,2.1734,,
60,4.4735,1.9035,2.0212,,2.1332,,
61,4.4835,1.9035,2.0212,,2.1332,,
62,4.4935,1.9035,,,2.0825,,
63,4.5035,1.8769,,,2.0825,,
64,4.5135,1.8769,,,2.0825,,
65,4.5235,1.8769,,,2.0825,,
66,4.5335,1.8508,,,2.0382,,
67,4.5435,1.8508,,,2.0382,,
68,4.5535,1.8508,,,2.0382,,
69,4.5635,1.8508,,,2.0382,,1.9182
70,4.5735,1.8253,,,,,1.9182
71,4.5835,1.8253,,,,,1.9182
72,4.5935,1.8253,,,,,1.9182
73,4.6035,1.8003,,,,,1.9182
74,4.6135,1.8003,,,,,1.9182
75,4.6235,1.8003,,,,,1.9182
76,4.6335,1.7758,,,,,1.9182
77,4.6435,1.7758,,,,,1.9182
78,4.6535,1.7758,1.8085,,,,1.9182
79,4.6635,1.7758,1.8085,,,,1.9182
80,4.6735,1.7515,1.8085,,,,1.9182
81,4.6835,1.7515,,,,,1.9182
82,4.6935,1.7515,,,,,1.9182
83,4.7035,1.7274,,,,,1.7866
84,4.7135,1.7274,,,,,1.7866
85,4.7235,1.7274,,,,,1.7866
86,4.7335,1.7029,,,,,1.7866
87,4.7435,1.7029,,,,,1.7866
88,4.7535,1.7029,,,,,1.7866
89,4.7635,1.7029,,,,,1.7866
90,4.7735,1.6782,,,,,1.7866
91,4.7835,1.6782,,,,,1.7866
92,4.7935,1.6782,,,,,1.7866
93,4.8035,1.6532,,,,,1.6734
94,4.8135,1.6532,,,,,1.6734
95,4.8235,1.6532,,,,,1.6734
96,4.8335,1.6532,,,1.7574,,1.6734
97,4.8435,1.6278,,,1.7574,,1.6734
98,4.8535,1.6278,,,1.7574,,1.6734
99,4.8635,1.6278,,,1.7574,,1.6734
100,4.8735,1.6021,,,,,1.6734
101,4.8835,1.6021,,,,,1.6734
102,4.8935,1.6021,,,,,1.6734
103,4.9035,1.5764,,,,,1.6734
104,4.9135,1.5764,,,,,1.6734
105,4.9235,1.5764,,,,,1.5594
106,4.9335,1.5764,,,,,1.5594
107,4.9435,1.5505,,,,,1.5594
108,4.9535,1.5505,,,,,1.5594
109,4.9635,1.5505,,,,,1.5594
110,4.9735,1.525,,,1.6384,,1.5594
