,timestamp,distance_tracker,distance_wheelchair_FT,distance_wheelchair_v5,distance_drone_FT,distance_drone_v5,distance_range
0,2.5268,2.4589,,,2.8577,,
1,2.5368,2.4347,,,2.8577,,
2,2.5468,2.4347,,,2.8577,,
3,2.5568,2.4347,,,2.8872,,
4,2.5668,2.4091,,,2.8872,,
5,2.5768,2.4091,,,2.8872,,
6,2.5868,2.4091,,,2.8409,,
7,2.5968,2.4091,,,2.8409,,
8,2.6068,2.382,,,2.8409,,
9,2.6168,2.382,,,2.7716,,
10,2.6268,2.382,,,2.7716,,
11,2.6368,2.354,,,2.7716,,
12,2.6468,2.354,,,2.7716,,
13,2.6568,2.354,,,2.7372,,
14,2.6668,2.3255,,,2.7372,,
15,2.6768,2.3255,,,2.7372,,
16,2.6868,2.3255,,,2.7372,,
17,2.6968,2.3255,,,2.7166,,
18,2.7068,2.2973,,,2.7166,,
19,2.7168,2.2973,,,2.7166,,
20,2.7268,2.2973,,,2.6686,,
21,2.7368,2.2694,,,2.6686,,
22,2.7468,2.2694,,,2.6686,,
23,2.7568,2.2694,,,2.6686,,
24,2.7668,2.2424,,,2.6,,
25,2.7768,2.2424,,,2.6,,
26,2.7868,2.2424,,,,,
27,2.7968,2.2424,,,,,
28,2.8068,2.2163,,,,,
29,2.8168,2.2163,,,,,
30,2.8268,2.2163,,,,,
31,2.8368,2.1913,,,,,
32,2.8468,2.1913,,,,,
33,2.8568,2.1913,,,2.5109,,
34,2.8668,2.1669,,,2.5109,,
35,2.8768,2.1669,,,2.5109,,
36,2.8868,2.1669,,,2.4597,,
37,2.8968,2.1669,,,2.4597,,
38,2.9068,2.1431,,,2.4597,,
39,2.9168,2.1431,,,2.4597,,
40,2.9268,2.1431,,,2.4206,,
41,2.9368,2.1195,,,2.4206,,
42,2.9468,2.1195,,,2.4206,,
43,2.9568,2.1195,,,2.4134,,
44,2.9668,2.0958,,,2.4134,,
45,2.9768,2.0958,,,2.4134,,
46,2.9868,2.0958,,,2.4131,,
47,2.9968,2.0958,,,2.4131,,
48,3.0068,2.0717,,,2.4131,,
49,3.0168,2.0717,,,2.4131,,
50,3.0268,2.0717,,,2.3756,,
51,3.0368,2.0469,,,2.3756,,
52,3.0468,2.0469,,,2.3756,,
53,3.0568,2.0469,,,2.3756,,
54,3.0668,2.0215,,,2.3418,,
55,3.0768,2.0215,,,2.3418,,
56,3.0868,2.0215,,,2.3418,,
57,3.0968,2.0215,,,2.3198,,
58,3.1068,1.9958,,,2.3198,,
59,3.1168,1.9958,,,2.2988,,
60,3.1268,1.9958,,,2.2988,,
61,3.1368,1.9696,,,2.2988,,
62,3.1468,1.9696,,,2.2988,,
63,3.1568,1.9696,,,2.2988,,
64,3.1668,1.9696,,,2.2833,,
65,3.1768,1.9434,,,2.2833,,
66,3.1868,1.9434,,,2.2375,,
67,3.1968,1.9434,,,2.2375,,
68,3.2068,1.9171,,,2.2375,,
69,3.2168,1.9171,,,2.2375,,
70,3.2268,1.9171,,,2.1701,,
71,3.2368,1.8911,,,2.1701,,
72,3.2468,1.8911,,,2.1701,,
73,3.2568,1.8911,,,2.1051,,
74,3.2668,1.8653,,,2.1051,,
75,3.2768,1.8653,,,2.1051,,
76,3.2868,1.8653,,,,,
77,3.2968,1.8653,,,,,
78,3.3068,1.84,,,,,
79,3.3168,1.84,,,,,
80,3.3268,1.84,,,,,
81,3.3368,1.8152,,,,,
82,3.3468,1.8152,,,,,
83,3.3568,1.8152,,,2.0605,,
84,3.3668,1.7907,,,2.0605,,
85,3.3768,1.7907,,,2.0605,,
86,3.3868,1.7907,,,,,
87,3.3968,1.7907,,,,,
88,3.4068,1.7664,,,,,
89,3.4168,1.7664,,,,,
90,3.4268,1.7664,,,,,
91,3.4368,1.7425,,,,,
92,3.4468,1.7425,,,,,
93,3.4568,1.7425,,,,,
94,3.4668,1.7425,,,,,
95,3.4768,1.7185,,,,,
96,3.4868,1.7185,,,,,
97,3.4968,1.7185,,,,,
98,3.5068,1.6943,,,,,
99,3.5168,1.6943,,,1.9065,,
100,3.5268,1.6943,,,1.9065,,
101,3.5368,1.6699,,,1.9065,,
102,3.5468,1.6699,,,1.9065,,
103,3.5568,1.6699,,,1.9065,,1.927
104,3.5668,1.6454,,,,,1.927
105,3.5768,1.6454,,,,,1.927
106,3.5868,1.6454,,,,,1.927
107,3.5968,1.6454,,,,,1.927
