,timestamp,distance_tracker,distance_wheelchair_FT,distance_wheelchair_v5,distance_drone_FT,distance_drone_v5,distance_range
0,4.4802,1.9134,,,2.5148,,
1,4.4902,1.9134,,,2.5148,,
2,4.5002,1.9134,,,2.5148,,
3,4.5102,1.897,,,2.4999,,
4,4.5202,1.897,,,2.4999,,
5,4.5302,1.897,,,2.4999,,
6,4.5402,1.881,,,2.4999,,
7,4.5502,1.881,,,2.4815,,
8,4.5602,1.881,,,2.4815,,
9,4.5702,1.8647,,,2.4815,,
10,4.5802,1.8647,,,2.4761,,
11,4.5902,1.8647,,,2.4761,,
12,4.6002,1.8647,,,2.4761,,
13,4.6102,1.8489,,,2.4761,,
14,4.6202,1.8489,,,2.4553,,
15,4.6302,1.8489,,,2.4553,,
16,4.6402,1.8326,,,2.4553,,
17,4.6502,1.8326,,,2.4015,,
18,4.6602,1.8326,,,2.4015,,
19,4.6702,1.8168,,,2.4015,,
20,4.6802,1.8168,,,2.4015,,
21,4.6902,1.8168,,,2.3787,,
22,4.7002,1.8168,,,2.3787,,
23,4.7102,1.8008,,,2.3787,,
24,4.7202,1.8008,,,2.356,,
25,4.7302,1.8008,,,2.356,,
26,4.7402,1.7851,,,2.356,,
27,4.7502,1.7851,,,2.356,,
28,4.7602,1.7851,,,2.3339,,
29,4.7702,1.7692,,,2.3339,,
30,4.7802,1.7692,,,2.3508,,
31,4.7902,1.7692,,,2.3508,,
32,4.8002,1.7535,,,2.3508,,
33,4.8102,1.7535,,,2.3508,,
34,4.8202,1.7535,,,2.3537,,
35,4.8302,1.7535,,,2.3537,,
36,4.8402,1.7381,,,2.3537,,
37,4.8502,1.7381,,,2.3454,,
38,4.8602,1.7381,,,2.3454,,
39,4.8702,1.7222,,,2.3454,,
40,4.8802,1.7222,,,2.3298,,
41,4.8902,1.7222,,,2.3298,,
42,4.9002,1.7222,,,2.3298,,
43,4.9102,1.7068,,,2.3046,,
44,4.9202,1.7068,,,2.3046,,
45,4.9302,1.7068,,,2.3046,,
46,4.9402,1.6911,,,2.3046,,
47,4.9502,1.6911,,,2.291,,
48,4.9602,1.6911,,,2.291,,
49,4.9702,1.6756,,,2.291,,
50,4.9802,1.6756,,,2.263,,
51,4.9902,1.6756,,,2.263,,
52,5.0002,1.6598,,,2.263,,
53,5.0102,1.6598,,,2.2213,,
54,5.0202,1.6598,,,2.2213,,
55,5.0302,1.6598,,,2.2213,,
56,5.0402,1.6446,,,2.2213,,
57,5.0502,1.6446,,,2.1928,,
58,5.0602,1.6446,,,2.1928,,
59,5.0702,1.6287,,,2.1928,,
60,5.0802,1.6287,,,2.176,,
61,5.0902,1.6287,,,2.176,,
62,5.1002,1.6287,,,2.176,,
63,5.1102,1.6134,,,2.176,,
64,5.1202,1.6134,,,2.1671,,
65,5.1302,1.6134,,,2.1671,,
66,5.1402,1.5977,,,2.1671,,
67,5.1502,1.5977,,,2.1556,,
68,5.1602,1.5977,,,2.1556,,
69,5.1702,1.5824,,,2.1556,,
70,5.1802,1.5824,,,2.131,,
71,5.1902,1.5824,,,2.131,,
72,5.2002,1.5824,,,2.131,,
73,5.2102,1.5666,,,2.1151,,
74,5.2202,1.5666,,,2.1151,,
75,5.2302,1.5666,,,2.1151,,
76,5.2402,1.5513,,,2.1151,,
77,5.2502,1.5513,,,2.1193,,
78,5.2602,1.5513,,,2.1193,,
79,5.2702,1.5357,,,2.1193,,
80,5.2802,1.5357,,,2.1137,,
81,5.2902,1.5357,,,2.1137,,
82,5.3002,1.5357,,,2.1137,,
83,5.3102,1.5204,,,2.1137,,
84,5.3202,1.5204,,,2.1137,,
85,5.3302,1.5204,,,2.1137,,
86,5.3402,1.5051,,,2.0689,,
87,5.3502,1.5051,,,2.0689,,
88,5.3602,1.5051,,,2.0298,,
89,5.3702,1.4899,,,2.0298,,
90,5.3802,1.4899,,,2.0298,,
91,5.3902,1.4899,,,2.0167,,
92,5.4002,1.4745,,,2.0167,,
93,5.4102,1.4745,,,2.0135,,
94,5.4202,1.4745,,,2.0135,,
95,5.4302,1.4745,,,2.0135,,
96,5.4402,1.4596,,,2.0135,,
97,5.4502,1.4596,,,2.0091,,
98,5.4602,1.4596,,,2.0091,,
99,5.4702,1.4442,1.3778,,2.0091,,
100,5.4802,1.4442,1.3778,,2.0091,,
101,5.4902,1.4442,1.3778,,1.9968,,
102,5.5002,1.4292,1.376,,1.9968,,
103,5.5102,1.4292,1.376,,,,
104,5.5202,1.4292,1.376,,,,
105,5.5302,1.4292,,1.4619,,,
106,5.5402,1.4138,,1.4619,,,
107,5.5502,1.4138,,1.4619,,,
108,5.5602,1.4138,,1.4619,,,
109,5.5702,1.3989,,1.4719,,,
110,5.5802,1.3989,,1.4719,,,
111,5.5902,1.3989,,1.4719,,,
112,5.6002,1.3989,,1.4594,,,
113,5.6102,1.3835,,1.4594,,,
114,5.6202,1.3835,,1.4594,,,
115,5.6302,1.3835,,1.4594,,,1.7348
116,5.6402,1.3686,,,,,1.7348
117,5.6502,1.3686,,,,,1.7348
118,5.6602,1.3686,,,,,1.7348
119,5.6702,1.3532,,,,,1.7348
120,5.6802,1.3532,,,1.863,,1.7348
121,5.6902,1.3532,,,1.863,,1.7348
122,5.7002,1.3532,,,1.863,,1.7348
123,5.7102,1.3385,,,1.8652,,1.7348
124,5.7202,1.3385,,,1.8652,,1.7348
125,5.7302,1.3385,,,1.8652,,1.7348
126,5.7402,1.3232,,,1.8652,,1.3038
127,5.7502,1.3232,,,1.867,,1.3038
128,5.7602,1.3232,,,1.867,,1.3038
129,5.7702,1.3086,,,1.867,,1.3038
130,5.7802,1.3086,,,1.8626,,1.3038
131,5.7902,1.3086,,,1.8626,,1.3038
132,5.8002,1.3086,,1.2513,1.8626,,1.3038
133,5.8102,1.2936,,1.2513,1.8304,,1.3038
134,5.8202,1.2936,,1.2513,1.8304,,1.3038
135,5.8302,1.2936,,1.2513,1.8304,,1.3038
136,5.8402,1.2787,,1.2527,1.8304,,1.3038
137,5.8502,1.2787,,1.2527,1.7911,,1.1528
138,5.8602,1.2787,,1.2527,1.7911,,1.1528
139,5.8702,1.2639,,1.2358,1.7911,,1.1528
140,5.8802,1.2639,,1.2358,1.7911,,1.1528
141,5.8902,1.2639,,1.2358,1.775,,1.1528
142,5.9002,1.2493,,1.1974,1.775,,1.1528
143,5.9102,1.2493,,1.1974,1.7667,,1.1528
144,5.9202,1.2493,,1.1974,1.7667,,1.1528
145,5.9302,1.2493,,1.1974,1.7667,,1.1528
146,5.9402,1.2341,,1.1059,1.7667,,1.1528
147,5.9502,1.2341,,1.1059,1.7672,,1.0666
148,5.9602,1.2341,,1.1059,1.7672,,1.0666
149,5.9702,1.2198,,1.0822,1.7672,,1.0666
150,5.9802,1.2198,,1.0822,1.7636,,1.0666
151,5.9902,1.2198,,1.0822,1.7636,,1.0666
152,6.0002,1.2198,1.1173,,1.7636,,1.0666
153,6.0102,1.2051,1.1173,,1.7462,,1.0666
154,6.0202,1.2051,1.1173,,1.7462,,1.0666
155,6.0302,1.2051,1.1173,,1.7462,,1.0666
156,6.0402,1.1901,1.104,,1.7462,,1.0666
157,6.0502,1.1901,1.104,,1.7138,,0.9904
158,6.0602,1.1901,1.104,,1.7138,,0.9904
159,6.0702,1.1763,1.0826,,1.7138,,0.9904
160,6.0802,1.1763,1.0826,,1.7138,,0.9904
161,6.0902,1.1763,1.0826,,1.6902,,0.9904
162,6.1002,1.1763,1.0826,,1.6902,,0.9904
163,6.1102,1.1618,1.0826,,1.6819,,0.9904
164,6.1202,1.1618,1.0826,,1.6819,,0.9904
165,6.1302,1.1618,1.0508,,1.6819,,0.9904
166,6.1402,1.1476,1.0358,,1.6819,,0.9904
167,6.1502,1.1476,1.0358,,,,0.9904
168,6.1602,1.1476,1.0358,,,,0.9904
169,6.1702,1.1331,1.0349,,,,0.9904
170,6.1802,1.1331,1.0349,,,,0.9904
171,6.1902,1.1331,1.0349,,,,0.9904
172,6.2002,1.1331,1.0349,,,,0.9368
173,6.2102,1.1191,1.0313,1.0059,1.637,,0.9368
174,6.2202,1.1191,1.0313,1.0059,1.637,,0.9368
175,6.2302,1.1191,1.0313,1.0059,1.637,,0.9368
176,6.2402,1.1046,1.0333,0.9655,1.637,,0.9368
177,6.2502,1.1046,1.0333,0.9655,1.5922,,0.9368
178,6.2602,1.1046,1.0333,0.9655,1.5922,,0.9368
179,6.2702,1.0907,1.0105,0.8971,1.5922,,0.9368
180,6.2802,1.0907,1.0105,0.8971,,,0.9368
181,6.2902,1.0907,1.0105,0.8971,,,0.9368
182,6.3002,1.0907,0.978,,,,0.8966
183,6.3102,1.0767,0.978,,,,0.8966
184,6.3202,1.0767,0.978,,,,0.8966
185,6.3302,1.0767,0.978,,,,0.8966
186,6.3402,1.063,0.978,,,,0.8966
187,6.3502,1.063,0.9689,,,1.661,0.8966
188,6.3602,1.063,0.9689,,,1.661,0.8966
189,6.3702,1.0489,0.9497,0.8366,,1.661,0.8966
190,6.3802,1.0489,0.9497,0.8366,,1.661,0.8966
191,6.3902,1.0489,0.9497,0.8366,,1.661,0.8602
192,6.4002,1.0355,0.9236,0.8575,,1.661,0.8602
193,6.4102,1.0355,0.9236,0.8575,,,0.8602
194,6.4202,1.0355,0.9236,0.8575,1.5369,,0.8602
195,6.4302,1.0355,0.9236,0.8575,1.5369,,0.8602
196,6.4402,1.0217,0.9126,0.8364,1.5369,,0.8602
197,6.4502,1.0217,0.9126,0.8364,1.519,,0.8602
198,6.4602,1.0217,0.9126,0.8364,1.519,,0.8602
199,6.4702,1.0084,0.9064,0.8286,1.519,,0.8602
200,6.4802,1.0084,0.9064,0.8286,1.5126,,0.8602
201,6.4902,1.0084,0.9064,0.8286,1.5126,,0.8216
202,6.5002,1.0084,,0.9169,1.5126,,0.8216
203,6.5102,0.9948,,0.9169,1.5126,,0.8216
204,6.5202,0.9948,,0.9169,1.5075,1.598,0.8216
205,6.5302,0.9948,,0.9169,1.5075,1.598,0.8216
206,6.5402,0.9815,,,1.5075,1.598,0.8216
207,6.5502,0.9815,,,1.4857,,0.8216
208,6.5602,0.9815,,,1.4857,,0.8216
209,6.5702,0.968,,,1.4857,,0.8216
210,6.5802,0.968,,,1.4713,,0.8216
211,6.5902,0.968,,,1.4713,,0.8216
212,6.6002,0.968,,,1.4713,,0.8216
213,6.6102,0.9549,,,1.46,,0.8216
214,6.6202,0.9549,,,1.46,,0.7818
215,6.6302,0.9549,,0.8325,1.46,,0.7818
216,6.6402,0.9419,,0.8325,1.46,,0.7818
217,6.6502,0.9419,,0.8325,1.4366,,0.7818
218,6.6602,0.9419,,0.8237,1.4366,,0.7818
219,6.6702,0.9291,,0.8237,1.4366,,0.7818
220,6.6802,0.9291,,0.8237,,,0.7818
221,6.6902,0.9291,,0.8237,,,0.7818
222,6.7002,0.9291,,0.9173,,,0.7818
223,6.7102,0.9163,,0.9173,,1.4594,0.744
224,6.7202,0.9163,,0.9173,,1.4594,0.744
225,6.7302,0.9163,,0.9196,,1.4594,0.744
226,6.7402,0.9038,,0.9196,,1.4594,0.744
227,6.7502,0.9038,,0.9196,1.3924,1.4127,0.744
228,6.7602,0.9038,,0.9196,1.3924,1.4127,0.744
229,6.7702,0.8915,,0.724,1.3924,1.4127,0.744
230,6.7802,0.8915,,0.724,,1.3585,0.744
231,6.7902,0.8915,,0.724,,1.3585,0.744
232,6.8002,0.8915,,0.6754,,1.3585,0.744
233,6.8102,0.8791,,0.6754,,1.3309,0.6996
234,6.8202,0.8791,,0.6754,,1.3309,0.6996
235,6.8302,0.8791,,,,1.3309,0.6996
236,6.8402,0.8678,,,,1.3309,0.6996
237,6.8502,0.8678,,,,,0.6996
238,6.8602,0.8678,,,,,0.6996
239,6.8702,0.8575,,,,,0.6996
240,6.8802,0.8575,,,,,0.6996
241,6.8902,0.8575,,,,,0.6996
242,6.9002,0.8575,,,,,0.6996
243,6.9102,0.8497,,,,,0.6616
244,6.9202,0.8497,,,,1.2821,0.6616
245,6.9302,0.8497,,,,1.2821,0.6616
246,6.9402,0.8438,,,,1.2821,0.6616
247,6.9502,0.8438,,,,1.2595,0.6616
248,6.9602,0.8438,,,,1.2595,0.6616
249,6.9702,0.84,,,,1.2595,0.6616
250,6.9802,0.84,,,,1.2702,0.6616
251,6.9902,0.84,,,,1.2702,0.6616
252,7.0002,0.84,,,,1.2702,0.6616
253,7.0102,0.8381,,,,1.288,0.6616
254,7.0202,0.8381,,,,1.288,0.6616
255,7.0302,0.8381,,,,1.288,0.6616
256,7.0402,0.8373,,,,1.288,0.6308
257,7.0502,0.8373,,,,1.2541,0.6308
258,7.0602,0.8373,,,,1.2541,0.6308
259,7.0702,0.8379,,,,1.2541,0.6308
260,7.0802,0.8379,,,,1.2254,0.6308
261,7.0902,0.8379,,,,1.2254,0.6308
262,7.1002,0.8384,,0.709,,1.2254,0.6308
263,7.1102,0.8384,,0.709,,1.1892,0.6308
264,7.1202,0.8384,,0.709,,1.1892,0.6308
265,7.1302,0.8384,,,,1.1892,0.6308
266,7.1402,0.839,,,,1.1892,0.6308
267,7.1502,0.839,,,,1.144,0.6108
268,7.1602,0.839,,,,1.144,0.6108
269,7.1702,0.8389,,,,1.144,0.6108
270,7.1802,0.8389,,,,1.1575,0.6108
271,7.1902,0.8389,,,,1.1575,0.6108
272,7.2002,0.8389,,,,1.1575,0.6108
273,7.2102,0.8374,,,,1.1575,0.6108
274,7.2202,0.8374,,,,1.1423,0.6108
275,7.2302,0.8374,,,,1.1423,0.6108
276,7.2402,0.8353,,,,1.1423,0.6108
277,7.2502,0.8353,,,,1.0807,0.5954
278,7.2602,0.8353,,,,1.0807,0.5954
279,7.2702,0.8317,,,,1.0807,0.5954
280,7.2802,0.8317,,,,1.0272,0.5954
281,7.2902,0.8317,,,,1.0272,0.5954
282,7.3002,0.8317,,,,1.0272,0.5954
283,7.3102,0.8278,,,,1.0272,0.5954
284,7.3202,0.8278,,,,0.9952,0.5954
285,7.3302,0.8278,,,,0.9952,0.5954
286,7.3402,0.8234,,,,0.9952,0.5954
287,7.3502,0.8234,,,,0.989,0.5862
288,7.3602,0.8234,,,,0.989,0.5862
289,7.3702,0.819,,,,0.989,0.5862
290,7.3802,0.819,,,,0.9594,0.5862
291,7.3902,0.819,,,,0.9594,0.5862
292,7.4002,0.819,,,,0.9594,0.5862
293,7.4102,0.8151,,,,0.9594,0.5862
