,timestamp,distance_tracker,distance_wheelchair_FT,distance_wheelchair_v5,distance_drone_FT,distance_drone_v5,distance_range
0,4.6967,2.3853,,,2.5659,,
1,4.7067,2.3755,,,2.5659,,
2,4.7167,2.3755,,,2.5659,,
3,4.7267,2.3755,,,2.5576,,
4,4.7367,2.3655,,,2.5576,,
5,4.7467,2.3655,,,2.5576,,
6,4.7567,2.3655,,,2.5576,,
7,4.7667,2.3655,,,2.5393,,
8,4.7767,2.3557,,,2.5393,,
9,4.7867,2.3557,,,2.5393,,
10,4.7967,2.3557,,,,,
11,4.8067,2.3458,,,,,
12,4.8167,2.3458,,,,,
13,4.8267,2.3458,,,,,
14,4.8367,2.3362,,,,,
15,4.8467,2.3362,,,,,
16,4.8567,2.3362,,,,,
17,4.8667,2.3262,,,,,
18,4.8767,2.3262,,,,,
19,4.8867,2.3262,,,,,
20,4.8967,2.3262,,,,,
21,4.9067,2.3167,,,,,
22,4.9167,2.3167,,,,,
23,4.9267,2.3167,,,2.4623,,
24,4.9367,2.3069,,,2.4623,,
25,4.9467,2.3069,,,2.4623,,
26,4.9567,2.3069,,,2.4623,,
27,4.9667,2.2974,,,,,
28,4.9767,2.2974,,,,,
29,4.9867,2.2974,,,,,
30,4.9967,2.2974,,,,,
31,5.0067,2.2874,,,,,
32,5.0167,2.2874,,,,,
33,5.0267,2.2874,,,2.4331,,
34,5.0367,2.2779,,,2.4331,,
35,5.0467,2.2779,,,2.4331,,
36,5.0567,2.2779,,,2.4331,,
37,5.0667,2.2779,,,2.4203,,
38,5.0767,2.2679,,,2.4203,,
39,5.0867,2.2679,,,2.4203,,
40,5.0967,2.2679,,,2.3922,,
41,5.1067,2.2584,,,2.3922,,
42,5.1167,2.2584,,,2.3922,,
43,5.1267,2.2584,,,2.3805,,
44,5.1367,2.2483,,,2.3805,,
45,5.1467,2.2483,,,2.3805,,
46,5.1567,2.2483,,,2.3805,,
47,5.1667,2.2483,,,2.3763,,
48,5.1767,2.2384,,,2.3763,,
49,5.1867,2.2384,,,2.3763,,
50,5.1967,2.2384,,,2.3687,,
51,5.2067,2.2289,,,2.3687,,
52,5.2167,2.2289,,,2.3687,,
53,5.2267,2.2289,,,2.3825,,
54,5.2367,2.2189,,,2.3825,,
55,5.2467,2.2189,,,2.3825,,
56,5.2567,2.2189,,,2.3825,,
57,5.2667,2.2189,,,2.3947,,
58,5.2767,2.2095,,,2.3947,,
59,5.2867,2.2095,,,2.3947,,
60,5.2967,2.2095,,,2.3534,,
61,5.3067,2.1996,,,2.3534,,
62,5.3167,2.1996,,,2.3534,,
63,5.3267,2.1996,,,2.3097,,
64,5.3367,2.1899,,,2.3097,,
65,5.3467,2.1899,,,2.3097,,
66,5.3567,2.1899,,,2.294,,
67,5.3667,2.1805,,,2.294,,
68,5.3767,2.1805,,,2.294,,
69,5.3867,2.1805,,,2.294,,
70,5.3967,2.1805,,,2.281,,
71,5.4067,2.1705,,,2.281,,
72,5.4167,2.1705,,,2.281,,
73,5.4267,2.1705,,,2.2566,,
74,5.4367,2.161,,,2.2566,,
75,5.4467,2.161,,,2.2566,,
76,5.4567,2.161,,,2.2388,,
77,5.4667,2.161,,,2.2388,,
78,5.4767,2.1511,,,2.2388,,
79,5.4867,2.1511,,,2.2388,,
80,5.4967,2.1511,,,2.2396,,
81,5.5067,2.1417,,,2.2396,,
82,5.5167,2.1417,2.2355,,2.2396,,
83,5.5267,2.1417,2.2355,,2.236,,
84,5.5367,2.1318,2.2355,,2.236,,
85,5.5467,2.1318,2.2379,,2.236,,
86,5.5567,2.1318,2.2379,,2.236,,
87,5.5667,2.1318,2.2379,,,,
88,5.5767,2.1222,2.2379,,,,
89,5.5867,2.1222,,,,,
90,5.5967,2.1222,,,,,
91,5.6067,2.1124,,,,,
92,5.6167,2.1124,,,,,
93,5.6267,2.1124,,,,,
94,5.6367,2.1027,,,,,
95,5.6467,2.1027,,,,,
96,5.6567,2.1027,,,,,
97,5.6667,2.1027,,,,,
98,5.6767,2.0928,,,,,
99,5.6867,2.0928,,,,,
100,5.6967,2.0928,,,,,
101,5.7067,2.0835,,,2.244,,
102,5.7167,2.0835,,,2.244,,
103,5.7267,2.0835,,,2.2194,,
104,5.7367,2.0734,,,2.2194,,
105,5.7467,2.0734,,,2.2194,,
106,5.7567,2.0734,,,2.2194,,
107,5.7667,2.0734,,,2.1985,,
108,5.7767,2.0639,,,2.1985,,
109,5.7867,2.0639,,,2.1985,,
110,5.7967,2.0639,,,2.1985,,
111,5.8067,2.0544,,,2.1812,,
112,5.8167,2.0544,,,2.1812,,
113,5.8267,2.0544,,,2.1614,,
114,5.8367,2.0445,,,2.1614,,
115,5.8467,2.0445,,,2.1614,,
116,5.8567,2.0445,,,2.1395,,
117,5.8667,2.0352,,,2.1395,,
118,5.8767,2.0352,,,2.1395,,
119,5.8867,2.0352,,,2.1395,,
120,5.8967,2.0352,,,2.1131,,
121,5.9067,2.0254,,,2.1131,,
122,5.9167,2.0254,,,2.1131,,
123,5.9267,2.0254,,,2.0908,,
124,5.9367,2.016,,,2.0908,,
125,5.9467,2.016,,,2.0908,,
126,5.9567,2.016,,,2.0828,,
127,5.9667,2.016,,,2.0828,,
128,5.9767,2.0063,,,2.0828,,
129,5.9867,2.0063,2.065,,2.0828,,
130,5.9967,2.0063,2.065,,,,
131,6.0067,1.9969,2.065,,,,
132,6.0167,1.9969,,,,,
133,6.0267,1.9969,,,,,
134,6.0367,1.987,,,,,
135,6.0467,1.987,,,,,
136,6.0567,1.987,,,,,
137,6.0667,1.987,,,,,
138,6.0767,1.9776,,,,,
139,6.0867,1.9776,,,,,
140,6.0967,1.9776,,,,,
141,6.1067,1.9678,,,,,
142,6.1167,1.9678,,,,,
143,6.1267,1.9678,,,,,
144,6.1367,1.9581,,,,,
145,6.1467,1.9581,,,,,
146,6.1567,1.9581,,,2.0062,,
147,6.1667,1.9581,,,2.0062,,
148,6.1767,1.9485,,,2.0062,,
149,6.1867,1.9485,1.9945,,2.0062,,
150,6.1967,1.9485,1.9945,,,,
151,6.2067,1.9386,1.9945,,,,
152,6.2167,1.9386,1.9945,,,,
153,6.2267,1.9386,1.9825,,,,
154,6.2367,1.9291,1.9825,,,,
155,6.2467,1.9291,1.9825,,,,
156,6.2567,1.9291,1.9639,,,,
157,6.2667,1.9291,1.9639,,,,
158,6.2767,1.9193,1.9639,,,,
159,6.2867,1.9193,1.9406,,,,
160,6.2967,1.9193,1.9406,,,,
161,6.3067,1.91,1.9406,,,,
162,6.3167,1.91,1.9178,,,,
163,6.3267,1.91,1.9178,,,,
164,6.3367,1.9003,1.9178,,,,
165,6.3467,1.9003,1.9178,,,,
166,6.3567,1.9003,1.8969,,,,
167,6.3667,1.9003,1.8969,,,,
168,6.3767,1.891,1.8969,,,,
169,6.3867,1.891,1.8736,,,,
170,6.3967,1.891,1.8736,,,,
171,6.4067,1.8812,1.8736,,,,
172,6.4167,1.8812,1.8495,,,,
173,6.4267,1.8812,1.8495,,,,
174,6.4367,1.8719,1.8495,,,,
175,6.4467,1.8719,1.8469,,,,
176,6.4567,1.8719,1.8469,,,,
177,6.4667,1.8719,1.8469,,,,
178,6.4767,1.8622,1.8469,,,,
179,6.4867,1.8622,1.8557,,,,
180,6.4967,1.8622,1.8557,,,,
181,6.5067,1.853,1.8557,,,,
182,6.5167,1.853,1.8665,,,,
183,6.5267,1.853,1.8665,,,,
184,6.5367,1.8432,1.8665,,,,
185,6.5467,1.8432,1.8665,,,,
186,6.5567,1.8432,1.8665,,,,
187,6.5667,1.8339,1.8665,,,,
188,6.5767,1.8339,1.8665,,,,
189,6.5867,1.8339,1.8713,,,,
190,6.5967,1.8339,1.8713,,,,
191,6.6067,1.8241,1.8713,,,,
192,6.6167,1.8241,1.893,,,,
193,6.6267,1.8241,1.893,,,,
194,6.6367,1.8149,1.893,,,,
195,6.6467,1.8149,1.893,,,,
196,6.6567,1.8149,1.893,,,,
197,6.6667,1.8052,1.8659,,,,
198,6.6767,1.8052,1.8659,,,,
199,6.6867,1.8052,1.8659,,,,
200,6.6967,1.8052,1.8218,,,,
201,6.7067,1.7957,1.8218,,,,
202,6.7167,1.7957,1.8113,,,,
203,6.7267,1.7957,1.8113,,,,
204,6.7367,1.786,1.8113,,,,
205,6.7467,1.786,1.7964,,,,
206,6.7567,1.786,1.7964,,,,
207,6.7667,1.7766,1.7964,,,,
208,6.7767,1.7766,1.7964,,,,
209,6.7867,1.7766,1.7753,,,,
210,6.7967,1.7766,1.7753,,1.8099,,
211,6.8067,1.7668,1.7753,,1.8099,,
212,6.8167,1.7668,1.7607,,1.8099,,
213,6.8267,1.7668,1.7607,,1.8041,,
214,6.8367,1.7571,1.7607,,1.8041,,
215,6.8467,1.7571,1.7607,,1.8041,,
216,6.8567,1.7571,1.7504,,1.8002,,
217,6.8667,1.7571,1.7504,,1.8002,,
218,6.8767,1.7471,1.7504,,1.8002,,
219,6.8867,1.7471,1.736,,1.8002,,
220,6.8967,1.7471,1.736,,1.7896,,
221,6.9067,1.7378,1.736,,1.7896,,
222,6.9167,1.7378,1.715,,1.7896,,
223,6.9267,1.7378,1.715,,1.7904,,
224,6.9367,1.728,1.715,,1.7904,,
225,6.9467,1.728,1.6946,,1.7904,,
226,6.9567,1.728,1.6946,,1.7907,,
227,6.9667,1.728,1.6946,,1.7907,,
228,6.9767,1.7188,1.6734,,1.7907,,
229,6.9867,1.7188,1.6734,,1.7907,,
230,6.9967,1.7188,1.6734,,,,
231,7.0067,1.7094,1.6734,,,,
232,7.0167,1.7094,1.6583,,,,
233,7.0267,1.7094,1.6583,,,,
234,7.0367,1.7003,1.6583,,,,
235,7.0467,1.7003,1.6583,,,,
236,7.0567,1.7003,1.656,,,,
237,7.0667,1.7003,1.656,,,,
238,7.0767,1.6908,1.656,,,,
239,7.0867,1.6908,1.6542,,,,
240,7.0967,1.6908,1.6542,,1.7814,,
241,7.1067,1.6817,1.6542,,1.7814,,
242,7.1167,1.6817,1.6501,,1.7814,,
243,7.1267,1.6817,1.6501,,1.7586,,
244,7.1367,1.6723,1.6501,,1.7586,,
245,7.1467,1.6723,1.6501,,1.7586,,
246,7.1567,1.6723,1.6496,,1.7306,,
247,7.1667,1.6723,1.6496,,1.7306,,
248,7.1767,1.663,1.6496,,1.7306,,
249,7.1867,1.663,1.6495,,1.7306,,
250,7.1967,1.663,1.6495,,1.7115,,
251,7.2067,1.6532,1.6495,,1.7115,,
